X,Y,Z
-459.7411,162.3825,23.95044
-416.2618,167.9244,90.26413
-406.5728,167.2859,95.05588
-462.1337,157.8433,14.41534
-416.2518,206.5268,24.88052
-417.2052,211.2309,24.45187
-464.4955,161.6644,12.67111
-405.8505,172.0459,95.26028
-49.56061,124.7448,-636.715
59.17053,718.3793,468.3907
30.05463,981.8722,303.4568
-43.8432,130.8935,-588.4666
-431.4695,202.0228,9.020905
74.34973,594.4293,552.301
-413.8668,206.5216,25.90298
-460.0131,158.9143,15.45926
-409.0326,167.0502,95.84769
-52.71472,133.9202,-582.8276
27.43005,1004.4,276.6778
-442.3558,200.9982,9.339569
80.69843,562.5985,565.6428
-58.39313,129.3282,-632.1718
98.79858,709.0826,454.1636
-403.9813,211.7926,37.17978
-424.1893,171.6243,94.42557
-453.7633,169.923,25.07291
45.8432,728.2117,468.7495
-45.98602,122.5561,-636.4069
-427.7246,202.0656,10.92792
65.98486,604.6913,549.7521
24.57507,975.0967,313.7447
-40.07922,129.0359,-588.6774
22.17499,996.4264,288.3599
-48.49371,131.9145,-583.3585
-438.0383,201.0991,11.20258
72.08319,574.5441,562.3644
-54.36121,126.9067,-632.1279
83.38263,719.3146,455.3324
75.59833,582.5808,574.7441
-437.0233,196.5486,10.40784
-50.0968,127.7043,-584.7982
19.23627,983.759,280.543
73.89807,710.2451,442.0912
-56.28015,122.6861,-633.062
-453.9901,168.592,21.90912
-421.4014,171.3192,96.41714
-404.7308,211.5414,33.832
28.5929,971.2773,317.0135
-39.1991,129.0628,-590.4799
-426.1469,202.3909,9.732513
68.58685,609.6962,546.6545
-45.01129,122.2409,-638.1316
39.9267,725.7789,473.397
70.12921,613.5471,561.5465
-426.457,197.584,9.871674
22.50867,961.7969,306.4265
-41.56335,124.8638,-590.4655
35.40796,718.5317,456.4309
-47.76428,118.3114,-637.6825
-57.07947,123.712,-636.5387
72.59509,698.413,450.5989
-51.21472,129.1305,-588.0378
30.85547,981.5759,279.118
-436.8152,197.1349,6.748383
86.67206,584.4299,570.7748
-43.00879,125.0333,-588.3171
18.36407,967.0344,301.4579
-428.7231,197.1958,11.07483
67.96667,606.5339,565.4753
-49.3009,118.9202,-635.682
43.82813,720.3358,450.9115
-414.4164,211.5088,29.04727
-462.5096,164.0338,17.07739
-410.9905,172.1963,93.66934
18.70984,1009.602,273.3822
-53.34601,133.3928,-579.6031
73.81036,556.1379,570.6208
-444.2611,200.4174,12.00534
-59.24548,129.3378,-628.955
106.1277,716.041,445.8019
-407.3019,211.9327,37.34592
-456.9467,168.9541,25.10898
-421.8229,172.1517,92.14621
-413.8001,215.7923,29.50302
-412.0027,176.3961,94.19162
-463.3663,168.2359,16.33932
-414.6084,215.3583,23.93979
-463.3273,166.1589,11.09756
-407.6958,175.8223,97.78513
-406.2838,167.8947,92.02896
-464.5931,157.8364,16.30405
-418.516,206.7885,26.98331
6,0,-6
-53.25934,121.3092,-635.7997
58.86902,710.0792,449.9519
23.75104,974.7814,290.0077
-47.159,127.0245,-587.868
76.62659,594.8971,568.595
-432.9391,197.1096,9.174957
-407.945,207.0463,34.93814
-455.6898,163.7036,24.13968
-419.4653,167.2739,93.00418
-429.2806,206.6963,8.4841
72.89618,596.5544,535.8564
37.24927,986.5229,317.7278
-40.23346,134.3861,-589.7675
56.36676,725.5386,487.3419
-45.56775,127.6807,-638.251
59.08191,581.3809,546.8977
-433.844,205.4384,13.99353
-42.05511,133.476,-582.7951
19.13202,998.5564,309.3646
73.78668,739.3226,469.2786
-47.84253,127.968,-631.3586
290.3333,122.7705,-222.8441
436.3638,124.5283,-34.40942
225.8807,149.9296,227.429
122.7126,143.0967,191.5175
-466.2981,166.5413,-599.672
-471.9728,173.1071,-604.3566
-470.3204,173.7059,-607.2045
-466.8477,173.0837,-606.6409
-467.7634,173.0663,-601.0547
-466.2334,170.0764,-604.1456
-466.683,170.0743,-602.7529
-466.1812,170.0722,-603.7025
-471.2363,170.0687,-603.3366
-469.8678,170.0732,-605.1285
-466.6412,167.0772,-600.5532
-466.475,167.0757,-602.5275
-467.9742,167.0753,-607.427
-471.0176,167.772,-606.0536
-469.3972,167.0837,-604.0059
-498.4546,165.2436,-461.8941
-504.7992,171.8094,-458.1666
-506.9091,172.4082,-460.6943
-505.1903,171.786,-463.7641
-500.2555,171.7686,-460.9908
-502.6356,168.7787,-463.4868
-501.4811,168.7766,-462.5874
-502.2013,168.7745,-463.3841
-503.5886,168.771,-458.5092
-504.8037,168.7755,-460.4087
-499.4,165.7795,-461.8735
-501.198,165.778,-462.7057
-506.3147,165.7776,-462.9749
-506.0664,166.4743,-459.6452
-503.5878,165.786,-460.4664
385.63,126.1557,-591.2524
-65.34766,129.4189,-258.8851
209.2041,135.7997,-449.7078
95.0658,146.6285,248.0786
480.0663,128.7029,-384.2017
147.8822,146.092,-473.0922
199.6871,146.0367,173.2903
109.2006,149.5485,266.0674
-477.822,167.1814,-570.1224
-475.6536,173.4355,-575.8356
-482.1133,173.727,-574.066
-480.1426,173.7108,-572.5488
-478.9421,173.4417,-578.6678
-480.8485,173.5302,-575.7501
-475.3074,170.6089,-575.6107
-478.9211,171.3091,-571.2288
-480.0594,170.7063,-573.1373
-480.0865,170.6393,-577.5894
-477.4111,167.5988,-578.0519
-474.8743,167.6078,-576.7189
-480.8099,167.6904,-574.7593
-479.7639,167.7895,-573.0599
-479.2036,173.4501,-578.3105
-477.7634,173.4198,-577.6263
-479.3529,173.5515,-574.6785
-482.6351,173.548,-574.5359
-479.1759,170.4527,-578.0466
-477.474,170.4606,-575.7629
-480.7102,170.5197,-574.6512
-477.6078,170.4981,-572.9152
-479.5341,167.4608,-577.7725
-476.0698,167.4431,-575.6113
-477.6671,167.4754,-573.3567
-479.3722,167.4939,-575.1705
-480.9474,167.5192,-574.6638
-474.6516,167.2273,-582.3821
-469.0046,173.6226,-580.4668
-470.7705,173.6327,-586.9341
-472.2894,173.6812,-584.9653
-466.1692,173.5237,-583.7512
-469.0857,173.5047,-585.6614
-469.201,170.8103,-580.006
-473.5862,171.3179,-583.6479
-471.6705,170.6888,-584.7595
-467.2179,170.6662,-584.7811
-466.7273,167.742,-581.9838
-468.0629,167.8408,-579.4503
-470.0171,167.6615,-585.3855
-471.7185,167.7858,-584.3455
-466.5264,173.5178,-584.013
-467.2117,173.5392,-582.5732
-470.1591,173.5759,-584.1685
-470.2982,173.4373,-587.448
-466.7598,170.5215,-583.8634
-469.0452,170.5755,-582.1646
-470.1541,170.4913,-585.4012
-471.8929,170.5784,-582.3016
-467.0031,167.5148,-584.0995
-469.1675,167.6162,-580.6387
-471.4207,167.5604,-582.2374
-469.6053,167.528,-583.9407
-470.1107,167.4839,-585.5159
-475.9685,161.7737,-439.2393
-470.5463,167.2884,-435.1596
-471.8387,169.1778,-441.4607
-473.4968,168.6733,-439.677
-467.4794,168.1099,-438.1187
-470.2494,168.6716,-440.1599
-470.7445,164.4647,-435.5432
-474.8594,166.0442,-439.1932
-472.8615,165.742,-440.2968
-468.4189,165.6808,-440.0007
-468.1,162.0703,-438.1355
-469.6167,161.4493,-435.7846
-471.1335,163.0062,-441.6459
-472.9072,162.8434,-440.7404
-467.8164,168.1833,-438.3963
-468.6045,167.7964,-437.065
-471.4288,168.3211,-438.7917
-471.3284,169.1338,-441.9734
-468.027,165.2733,-439.1328
-470.4299,164.8595,-437.6609
-471.3003,165.722,-440.8563
-473.2601,164.9311,-437.9976
-468.2192,162.4645,-440.2412
-470.6298,161.5877,-437.0644
-472.7604,162.0177,-438.7706
-470.8262,162.4582,-440.2747
-471.2156,162.8746,-441.8283
-464.8816,164.2454,-461.0626
-469.2297,170.8895,-464.7239
-469.7061,170.9073,-458.0368
-467.6207,170.849,-459.3909
-472.9934,170.9842,-462.5646
-470.8788,170.8459,-459.7961
-469.0409,168.0643,-465.101
-466.088,168.4033,-460.2106
-468.2941,167.8891,-459.7981
-472.4974,168.093,-461.2529
-472.1885,165.1557,-464.0625
-470.0863,165.1484,-466.0103
-470.2191,164.9594,-459.7632
-468.2653,164.9815,-460.1805
-472.7439,170.9641,-462.1993
-471.6206,170.9291,-463.3307
-469.3698,170.8401,-460.8489
-470.3314,170.7439,-457.7089
-472.6329,167.958,-462.271
-469.9147,167.8702,-463.1165
-469.9456,167.7785,-459.6956
-467.2767,167.7306,-462.0438
-472.6409,164.9467,-461.9756
-469.4508,164.8859,-464.5235
-467.8601,164.7399,-462.2687
-470.1359,164.8253,-461.2632
-470.1835,164.7793,-459.6096
-478.4457,158.4974,-449.4281
-477.9899,167.2136,-449.9533
-475.5992,164.8811,-444.1405
-474.9116,164.1914,-446.429
-479.3518,168.5622,-446.0594
-477.0564,166.1861,-444.9456
-479.9646,165.2001,-450.4071
-475.9854,161.8685,-447.9955
-477.515,162.5782,-446.4278
-480.5114,165.6672,-445.2847
-483.4606,164.4554,-447.8244
-482.9645,164.0253,-450.614
-480.6825,161.5206,-445.3606
-479.6459,160.5972,-446.7975
-479.0681,168.264,-445.896
-478.8606,168.0469,-447.4621
-476.5629,165.7417,-446.6617
-475.9608,164.987,-443.5214
-481.0927,166.0435,-446.0551
-479.8374,164.7763,-448.2756
-478.5542,163.3897,-445.4219
-477.9014,162.7668,-448.8606
-483.0465,163.7429,-445.8434
-482.1652,162.8946,-449.739
-480.3986,161.0093,-448.759
-481.3224,161.9625,-446.6529
-480.7231,161.3095,-445.2554
-491.2303,165.2024,-438.5283
-487.3473,171.5933,-443.0597
-494.0266,171.7767,-443.6047
-492.6941,171.7524,-441.5049
-489.468,171.619,-446.8463
-492.2588,171.6278,-444.7567
-487.0498,168.7669,-442.7721
-491.9563,169.3387,-439.8825
-492.3623,168.7614,-442.0741
-490.8633,168.783,-446.2668
-488.1387,165.7826,-445.8306
-486.2115,165.7936,-443.7096
-492.4598,165.7702,-443.8998
-492.0603,165.8472,-441.9436
-489.8361,171.6174,-446.6
-488.7166,171.5897,-445.4647
-491.2207,171.6445,-443.2376
-494.353,171.6013,-444.2275
-489.8481,168.6158,-446.3873
-489.0306,168.5973,-443.6591
-492.4524,168.5977,-443.7219
-490.1313,168.5765,-441.0291
-490.2263,165.6152,-446.297
-487.7107,165.5933,-443.0809
-489.9834,165.5627,-441.5092
-490.9651,165.5982,-443.7968
-492.6187,165.5956,-443.8596
-469.3712,167.7094,-549.4153
-466.854,173.5849,-555.3818
-473.2755,174.3405,-553.6103
-471.3021,174.2652,-552.0983
-470.1498,173.6776,-558.2042
-472.0331,173.9994,-555.288
-466.6793,170.7538,-555.0436
-470.2227,171.8486,-550.6852
-471.4047,171.24,-552.565
-471.4573,170.9958,-557.0107
-468.9739,167.7817,-557.3561
-466.4348,167.6897,-556.0306
-472.345,168.2126,-554.062
-471.2867,168.3161,-552.3704
-470.4084,173.7162,-557.8469
-468.9696,173.6258,-557.1655
-470.5338,173.9725,-554.2216
-473.8096,174.1748,-554.0714
-470.5619,170.7358,-557.462
-468.8516,170.7318,-555.1846
-472.0729,171.0327,-554.0686
-468.9692,170.8919,-552.3405
-471.0999,167.7847,-557.0663
-467.6328,167.6428,-554.9144
-469.2144,167.8631,-552.6592
-470.9238,167.9126,-554.4683
-472.4921,168.0541,-553.9593
-467.181,166.5413,-595.6006
-469.2657,172.9013,-589.9739
-462.8022,173.081,-591.7444
-464.7726,173.071,-593.2621
-465.978,172.9013,-587.1406
-464.0699,172.9243,-590.0583
-469.6501,170.0769,-590.1605
-466.0261,170.6683,-594.5499
-464.8966,170.0761,-592.633
-464.8716,170.0693,-588.1803
-467.5881,167.0719,-587.6778
-470.1244,167.0973,-589.0118
-464.1876,167.0726,-590.9698
-465.2317,167.1628,-592.6709
-465.7164,172.9013,-587.4979
-467.1567,172.8813,-588.1821
-465.5649,172.9513,-591.1309
-462.283,172.9013,-591.2719
-465.7848,169.9013,-587.7211
-467.4858,169.9013,-590.0054
-464.2489,169.9013,-591.1163
-467.3508,169.8983,-592.8532
-465.4673,166.9013,-587.9543
-468.9309,166.9013,-590.1166
-467.3328,166.8813,-592.3707
-465.6279,166.9013,-590.5566
-464.0525,166.8983,-591.0629
-510.1038,165.2696,-476.014
-508.1421,174.7996,-466.7769
-507.5299,174.8264,-467.1547
-507.0626,174.7994,-467.3058
-507.8447,174.8969,-467.3699
-513.2546,171.6184,-471.7966
-508.5677,171.6242,-466.3049
-507.932,171.6178,-470.5375
-509.1335,168.6169,-467.4492
-511.3698,168.6206,-470.8945
-509.8971,168.6234,-472.0078
-506.032,168.6176,-468.6412
-508.3091,165.6147,-471.1885
-508.1191,166.587,-467.2938
-510.1473,165.6669,-465.0008
-514.1908,165.6129,-470.9344
-510.7595,165.6712,-473.4735
-506.4666,165.4396,-469.0415
-506.0883,165.4296,-469.4453
-509.8662,165.4396,-465.6633
-510.094,165.4276,-469.2364
-512.8074,165.4426,-470.0891
-511.821,165.4426,-471.9157
-511.1123,169.2076,-474.1103
-512.3235,168.4426,-471.9207
-512.2454,168.4426,-468.7477
-510.1528,168.4396,-466.0894
-507.8779,168.4396,-469.4118
-510.4755,168.4426,-470.796
-505.8289,171.4396,-469.1276
-509.9518,171.4396,-465.2868
-511.9193,171.4426,-468.5135
-513.999,172.1886,-470.2064
-509.1746,171.4396,-468.2202
-512.7007,171.4426,-472.8027
-511.9286,171.4426,-470.8786
-490.3678,165.2715,-468.7914
-499.6063,174.8015,-466.8364
-499.229,174.8283,-466.224
-499.0781,174.8014,-465.7566
-499.0135,174.8988,-466.5386
-494.5829,171.6203,-471.9453
-500.078,171.6262,-467.2625
-495.8458,171.6197,-466.6237
-498.9333,168.6189,-467.8274
-495.4863,168.6225,-470.0611
-494.374,168.6254,-468.5876
-497.7435,168.6196,-464.725
-495.1946,165.6167,-467.0002
-499.0894,166.5889,-466.8131
-501.381,165.6689,-468.843
-495.4443,165.6149,-472.8821
-492.9077,165.6731,-469.4489
-497.3429,165.4415,-465.1592
-496.9395,165.4315,-464.7806
-500.7186,165.4415,-468.5614
-497.1454,165.4296,-468.7865
-496.2908,165.4445,-471.4993
-494.4648,165.4445,-470.5116
-492.2708,169.2095,-469.8012
-494.4594,168.4445,-471.014
-497.6326,168.4445,-470.9382
-500.2924,168.4415,-468.8477
-496.9717,168.4415,-466.5703
-495.5856,168.4445,-469.1669
-497.2573,171.4415,-464.5215
-501.0951,171.4415,-468.6472
-497.8669,171.4445,-470.6123
-496.1726,172.1906,-472.6908
-498.1624,171.4415,-467.8678
-493.5771,171.4445,-471.3907
-495.5018,171.4445,-470.62
-460.0186,167.4086,-559.8183
-465.1798,176.6139,-568.1018
-465.6287,176.6468,-567.54
-466.0167,176.6201,-567.239
-465.2611,176.7274,-567.446
-458.608,173.6483,-565.0238
-464.874,173.4293,-568.6036
-464.0419,173.5538,-564.4071
-463.8938,170.4665,-567.6371
-460.6254,170.6042,-565.1531
-461.635,170.6285,-563.6077
-466.4094,170.4749,-565.4664
-463.3448,167.5791,-563.7593
-464.8595,168.4225,-567.3848
-463.707,167.4489,-570.203
-457.8962,167.6277,-565.9885
-460.2682,167.7341,-562.4407
-465.8005,167.316,-565.1506
-466.0199,167.3154,-564.6426
-463.7432,167.2404,-569.4786
-462.3212,167.3465,-566.1943
-459.4802,167.4163,-566.3109
-459.791,167.4657,-564.259
-459.7931,171.2926,-562.0571
-459.3777,170.4691,-564.5057
-460.5234,170.3654,-567.4639
-463.3905,170.2553,-569.2562
-464.4086,170.3404,-565.3613
-461.4966,170.4142,-564.9384
-466.4937,173.309,-565.0167
-463.912,173.2256,-570.0245
-460.9705,173.3528,-567.6553
-458.4567,174.1741,-566.787
-463.6522,173.3129,-567.0024
-458.7858,173.4998,-563.8852
-460.1625,173.4297,-565.4338
-440.9301,166.9988,-593.1034
-436.0477,176.579,-585.08
-435.6005,176.6104,-585.6431
-435.2119,176.5874,-585.9438
-435.9703,176.6771,-585.7387
-442.5276,173.3316,-588.0671
-436.2557,173.4014,-584.4916
-437.0938,173.3864,-588.6887
-437.1455,170.3849,-585.3759
-440.418,170.3551,-587.8581
-439.4105,170.3683,-589.4051
-434.6326,170.4112,-587.5496
-437.6082,167.3778,-589.1732
-436.1179,168.3653,-585.574
-437.2383,167.4337,-582.7288
-443.0544,167.3205,-586.9384
-440.689,167.4029,-590.4912
-435.1448,167.2277,-587.7788
-434.9258,167.22,-588.2869
-437.1964,167.2068,-583.4474
-438.6228,167.1803,-586.7313
-441.4645,167.1663,-586.6126
-441.1566,167.1695,-588.6656
-441.2728,170.9335,-590.9705
-441.6614,170.1645,-588.4998
-440.5114,170.1762,-585.5415
-437.6411,170.2025,-583.751
-436.6285,170.2128,-587.6482
-439.5415,170.1861,-588.0688
-434.6353,173.2332,-588.0761
-437.2102,173.207,-583.0643
-440.1558,173.18,-585.4319
-442.694,173.9002,-586.3186
-437.4744,173.2043,-586.0873
-442.3461,173.1577,-589.2015
-440.967,173.1717,-587.6535
220.6602,150.5103,228.4297
119.3033,142.5349,187.5238
291.479,122.4024,-217.5433
441.4255,124.5675,-37.79346
46.09375,730.4323,489.3336
-43.06146,126.2427,-638.741
-426.4309,206.8375,9.153839
68.93005,604.6413,533.1603
35.53937,980.9655,325.116
-37.65033,133.2788,-590.5984
-527.2103,165.6906,-491.6425
-530.912,169.9289,-491.0744
-528.7731,169.6255,-496.8922
-526.2119,169.7838,-494.9964
-531.2239,168.8776,-494.4553
-522.564,166.0087,-490.2104
-522.7544,166.0422,-489.2696
-523.4187,166.0181,-489.1932
-524.575,166.0122,-489.2032
-531.9594,166.0144,-492.6385
-528.6893,166.0218,-490.6503
-526.8862,166.0508,-496.3473
-526.3535,166.0017,-495.5244
-525.8268,168.9217,-486.3586
-530.4694,168.7031,-493.8572
-527.8928,168.702,-494.1971
-526.746,168.7462,-487.0542
-525.0786,168.7414,-488.4588
-526.9139,165.8414,-488.46
-523.1486,165.8443,-489.0862
-527.0145,165.8437,-494.2655
-531.8807,165.8321,-492.6818
-528.4736,165.8146,-496.3699
-522.7197,165.8521,-488.8492
-477.9203,165.6111,-508.0587
-477.3203,169.827,-504.3366
-483.1189,169.6296,-506.539
-481.1931,169.7639,-509.079
-480.7218,168.8324,-504.0648
-476.4327,165.9199,-512.6884
-475.4937,165.9367,-512.4877
-475.4249,165.9092,-511.8227
-475.4475,165.8996,-510.6666
-478.9619,165.9364,-503.3196
-476.9386,165.9205,-506.5681
-482.6145,166.0523,-508.4321
-481.7869,165.9909,-508.9561
-472.5676,168.7563,-509.3743
-480.1185,168.6502,-504.8134
-480.4305,168.6632,-507.3934
-473.2759,168.5897,-508.4633
-474.6624,168.6142,-510.1457
-474.7327,165.7087,-508.3204
-475.318,165.7345,-512.0922
-480.538,165.8094,-508.2822
-479.0073,165.755,-503.3994
-482.6582,165.8113,-506.8459
-475.0762,165.7396,-512.5186
-430.4308,164.7883,-531.2804
-432.9301,168.8015,-528.1762
-434.4542,169.368,-534.1653
-431.2664,169.3334,-534.045
-435.1471,168.221,-530.8929
-425.7744,165.0346,-532.6942
-425.4005,164.9319,-531.8154
-425.907,164.8789,-531.3813
-426.8668,164.842,-530.7376
-434.8909,165.1141,-529.3696
-431.0745,164.9371,-529.5937
-432.7894,165.8065,-535.2515
-431.8899,165.6586,-534.8878
-426.1383,167.2927,-527.3336
-434.1979,167.9865,-530.854
-432.2635,168.1046,-532.5855
-427.2976,167.1897,-527.4045
-426.7123,167.4265,-529.4913
-428.3879,164.5045,-528.8339
-425.6337,164.6996,-531.4692
-431.736,165.3091,-533.5091
-434.8605,164.9418,-529.473
-434.1249,165.5313,-534.4047
-425.146,164.6864,-531.5171
295.3866,125.7758,-221.8441
435.0403,127.8498,-40.0528
225.3116,153.5262,232.0293
117.7108,145.5693,193.0797
54.40155,718.8295,446.8236
-51.52588,120.1105,-634.2503
68.83514,597.9813,569.0424
-431.5946,196.9558,11.41351
16.94763,973.2479,294.6747
-45.22742,125.7902,-586.6078
199.5051,143.1263,174.3004
109.5299,146.5311,265.7993
147.2,143.1628,-473.4671
479.9714,125.6246,-384.272
-66.06079,126.4536,-258.649
385.343,123.1573,-590.6722
209.0698,132.7208,-449.6077
95.53943,143.608,248.5445
-491.136,166.3615,-520.7014
-487.8203,166.3634,-517.2905
-490.3209,166.152,-516.9313
-491.5309,167.7277,-521.4203
-490.9805,168.0682,-524.4491
-494.4586,168.2489,-524.861
-495.4171,166.7682,-521.4645
-495.2434,166.5458,-519.3317
-486.0245,166.7843,-520.6045
-493.0316,166.457,-520.0829
-492.9641,166.6711,-522.6945
-490.3278,166.7231,-522.9465
-491.071,167.8735,-524.193
-489.2367,166.4131,-519.6423
-487.3528,166.5319,-520.8785
-487.7455,166.2336,-517.7506
-490.7649,166.1954,-517.4044
-493.5807,166.6818,-522.6819
-488.3794,166.6237,-521.8293
-493.0236,166.9334,-525.3121
-493.2295,166.464,-520.1633
-442.9169,165.9682,-536.8595
-446.5305,166.5507,-539.8976
-444.0852,166.3188,-540.5247
-442.3992,167.2065,-536.0006
-442.6522,167.1308,-532.9148
-439.1462,167.1488,-532.823
-438.5701,166.1365,-536.4687
-438.9496,166.2237,-538.5845
-447.9926,166.5508,-536.3981
-441.0842,166.0945,-537.6407
-440.9008,165.9384,-535.0306
-443.4979,166.0318,-534.5179
-442.594,166.9718,-533.2029
-444.902,166.2251,-537.711
-446.6567,166.223,-536.2924
-446.568,166.3593,-539.4548
-443.5979,166.2817,-540.0958
-440.2881,165.9327,-535.1016
-445.5437,166.149,-535.4427
-440.5885,165.8256,-532.4202
-440.8795,166.0842,-537.5798
-507.3142,165.7205,-506.6927
-511.5645,166.0334,-504.5795
-511.1553,165.8655,-507.0758
-506.3901,167.0139,-506.8047
-503.6594,167.0648,-505.3445
-502.1844,167.2175,-508.5227
-505.2396,166.0677,-510.5205
-507.3336,166.0474,-511.014
-508.9388,166.1332,-501.8445
-507.3093,165.8805,-508.6825
-504.8365,165.8465,-507.8135
-505.4032,165.8655,-505.2259
-503.8915,166.8955,-505.5152
-508.8966,165.8655,-505.2072
-508.2936,165.8605,-503.0329
-511.163,165.8605,-504.3719
-510.5668,165.8655,-507.3524
-504.6581,165.8605,-508.4036
-507.0691,165.8655,-503.7163
-502.3149,165.8605,-507.0617
-507.1716,165.8805,-508.8461
-504.0109,166.4031,-523.8997
-508.6553,166.7036,-524.883
-506.7771,166.6475,-526.5848
-503.2362,167.6806,-523.3456
-502.0121,167.6034,-520.5017
-498.8798,167.878,-522.0553
-500.0076,166.8906,-525.5768
-501.3369,166.9383,-527.2678
-508.3087,166.6159,-521.1072
-502.7689,166.6587,-525.4415
-501.3768,166.5306,-523.2241
-503.4331,166.4368,-521.5568
-502.0848,167.4474,-520.7882
-506.1759,166.5097,-523.7191
-507.0597,166.3872,-521.6465
-508.4685,166.5123,-524.4796
-506.1447,166.6484,-526.434
-500.8696,166.5693,-523.5728
-505.6765,166.3993,-521.4166
-499.8741,166.4551,-521.0654
-502.5593,166.6637,-525.4834
-47.74878,118.2949,-637.1742
36.19385,720.0288,455.3527
21.04718,962.5216,306.3739
-41.51227,124.7771,-589.9668
-426.6332,197.5571,10.34827
68.76404,612.809,562.0519
14.77893,971.6827,297.3758
-44.19928,125.2249,-586.4427
-430.661,196.928,12.14273
65.9718,600.4521,568.6622
-50.56708,119.4883,-633.938
51.11847,722.1163,446.344
35.41809,719.3206,491.7701
-43.2077,124.5068,-642.2948
77.5177,613.9749,533.7463
-424.2926,205.4412,6.130219
43.01154,970.717,324.5287
-37.88403,132.0574,-594.3558
40.94952,986.0435,317.0099
-40.67841,134.8732,-590.7511
76.50879,596.8363,534.7133
-429.3202,206.8745,7.313843
-45.91022,128.0546,-639.3214
56.33624,721.6543,489.9318
64.49408,723.4419,449.5973
-51.76978,122.528,-632.6639
66.45947,589.563,565.8568
-433.618,198.8025,12.37036
16.17798,982.525,294.6985
-45.57324,127.9244,-584.6722
-479.4393,167.4738,-563.8154
-475.5471,168.1715,-557.6692
-476.2789,168.1324,-557.7634
-482.1621,168.338,-558.3799
-480.141,171.2959,-557.629
-479.037,168.1054,-561.2552
-476.7378,168.0991,-554.8392
-477.4603,167.9179,-559.7043
-479.7356,168.8452,-561.8919
-481.6361,168.1476,-558.1396
-480.1195,168.0723,-557.6137
-475.8976,167.8416,-560.3916
-480.4406,171.0289,-560.0685
-482.2913,171.1841,-557.7103
-478.4401,169.1019,-558.3354
-40.76141,124.0296,-588.5898
15.6582,962.97,307.7246
63.40338,612.7538,563.5774
-426.4531,197.3072,12.0582
-47.14856,117.6956,-635.6578
35.79346,725.8199,451.7188
33.19873,721.5469,455.873
-47.00983,117.8668,-637.2921
-425.8011,197.5941,10.57095
67.52295,615.1606,561.2925
20.46198,960.9121,308.5453
-40.74854,124.4428,-590.1862
-431.5391,196.7855,12.55469
65.30017,597.7538,570.1309
-44.77863,125.3121,-585.6567
13.34412,973.6849,295.4208
54.37213,722.6364,444.3258
-51.17706,119.7402,-633.2131
-44.90369,123.9848,-639.1949
42.83948,723.5238,480.5685
-39.31555,130.9418,-591.2794
34.14612,974.5112,318.3396
72.13965,607.5581,541.5692
-426.5348,203.9664,8.487244
-463.6626,164.9745,-467.6288
-456.774,168.7686,-467.0337
-459.0491,168.9189,-464.3684
-458.5652,168.8621,-462.7711
-463.3812,169.2371,-470.1434
-460.8658,169.0527,-469.675
-464.1339,169.4037,-473.6211
-469.4437,169.7102,-471.9712
-468.108,169.6098,-470.0385
-466.7787,166.2204,-467.2306
-467.8883,165.5877,-468.6606
-466.2471,165.4626,-474.944
-462.5068,166.4455,-472.7488
-458.1975,165.9283,-468.2354
-464.8138,167.2175,-462.8299
-463.0256,165.2089,-465.0653
-460.944,165.054,-464.8613
-465.9248,169.4362,-471.6012
-461.697,169.1066,-461.3499
-461.0989,169.0598,-466.2436
-469.5497,169.7191,-469.6297
-459.7643,168.9556,-468.1871
-462.042,166.4049,-472.2542
-457.8937,166.0813,-467.5904
-466.1958,165.4319,-472.9588
-466.7245,165.4732,-469.421
-460.3643,164.9771,-463.2882
-465.101,165.187,-474.4204
-463.7549,165.091,-472.653
-467.9146,165.4166,-469.8978
-469.5303,165.5427,-470.0405
-461.1802,164.8813,-461.7086
-462.0176,164.9466,-463.0215
-462.6747,164.9879,-461.4257
-463.51,165.0721,-463.9146
-462.3033,164.9618,-464.0898
-456.9055,164.5476,-466.2044
-456.6782,164.5299,-464.9647
-458.4807,164.6806,-465.5015
-458.1099,164.6517,-464.0687
-458.772,165.9731,-468.4962
-458.6888,169.9327,-465.415
-458.4611,169.9149,-464.6187
-458.8296,168.7109,-467.9611
-460.0614,168.806,-467.7088
-457.8187,168.628,-467.0398
-456.5938,168.5325,-465.977
-456.3632,168.5045,-464.4487
-457.3661,168.5747,-463.5537
-459.3824,168.7551,-462.4602
-461.2932,168.8922,-461.6003
-460.6918,168.8573,-463.1507
-462.4917,168.9957,-464.2605
-462.489,168.9955,-467.3988
-461.1399,168.8802,-466.1532
-460.7052,168.8562,-467.5786
-459.4705,168.7599,-467.0983
-459.4589,168.759,-468.7766
-464.1437,169.1245,-472.2976
-466.3113,169.2936,-473.1121
-467.6256,169.3962,-471.6137
-467.2197,169.3645,-469.7182
-411.0929,171.8165,-598.5687
-417.814,175.7285,-599.8822
-415.179,176.0301,-602.1774
-415.4283,176.0876,-603.8277
-411.7212,175.9025,-595.8333
-414.1436,175.7818,-596.6687
-411.4759,175.8241,-592.2805
-405.9833,176.1746,-593.1278
-407.0275,176.2219,-595.2342
-407.9485,173.0471,-598.4298
-407.0577,172.3053,-596.9025
-409.5857,171.7762,-590.9426
-412.9688,172.9523,-593.5781
-416.5858,172.7957,-598.6871
-409.2575,174.3642,-602.9875
-411.3541,172.2317,-601.1747
-413.3851,172.1171,-601.685
-409.4131,175.9706,-594.016
-412.124,176.3881,-604.7654
